TX: 13:32:25	/?!
RX: 13:33:04	7E A0 28 02 25 03 7E 9D FE E6 E6 00 DB 00 18 30 00 00 00 17 49 2E 57 5C 82 54 38 E4 F3 1C F1 0B 05 54 FF 4C EB 84 1D 8A E4 7E 7E A8 60 03 02 25 16 EF 4F E6 E7 00 DB 08 A5 4C 99 00 00 00 01 03 82 01 E8 30 00 00 00 17 92 F7 96 7F A3 24 5A 25 C9 8F 13 CE BA 85 F3 6E 2F 72 A8 5E 75 87 D9 27 1A 5F 99 D3 17 B3 C5 C1 8A 55 95 0D 18 E8 8F B6 E8 1C 6F D0 0B 5A AF E2 B1 C9 F5 59 5F 49 41 A9 16 74 AE 05 7D F6 28 E5 A4 A4 E6 7E
TX: 13:33:04	7E A0 08 02 25 03 91 F5 81 7E
RX: 13:33:04	7E A0 08 02 25 03 91 F5 81 7E 7E A8 60 03 02 25 18 91 A6 42 19 8F E9 72 14 29 B2 95 7D E9 32 DE 85 D8 9C 44 60 EA B2 6E B8 56 92 F2 06 F0 3B E6 BE 27 CF 8C EF 6A E8 22 CA 75 3B 0E 37 E8 13 90 C5 70 C2 48 E6 B6 E0 69 BB 72 17 DF 1A 30 82 AC 29 0E 93 F4 05 CF 2B F9 4D A0 79 D9 DE CC 1E F8 AD 19 6C 0A AA 15 AA 3C A2 53 D9 7E
TX: 13:33:04	7E A0 08 02 25 03 B1 F7 A0 7E
RX: 13:33:04	7E A0 08 02 25 03 B1 F7 A0 7E 7E A8 60 03 02 25 1A 83 85 04 35 06 85 54 3E 9D EE D4 24 BA 15 69 0D DD 27 A1 EE F5 09 4D 99 9F 8C 18 5F 4F 8F C8 BC 4C B6 DD 42 75 9B D1 0A B3 A2 9B 86 B6 5F 00 50 52 F8 A3 0A 47 29 86 8B 86 52 F4 71 82 FC F5 A5 B8 9F B7 83 0E E8 2D F0 8A AA 1A 52 BA EF F1 D4 56 7B BC 04 F5 70 68 7F 9F 98 7E
TX: 13:33:04	7E A0 08 02 25 03 D1 F1 C3 7E
RX: 13:33:04	7E A0 08 02 25 03 D1 F1 C3 7E 7E A8 60 03 02 25 1C B5 E0 D0 C3 22 85 F4 3A 6E 0A 9A 5D 6F 92 24 08 D0 3C 57 18 1A A0 A8 09 CF 87 3C 5E 7A 48 1D 15 8C F1 1E 82 4E 46 A4 D5 DC 3D D3 99 AF E6 70 89 4C 90 EC 0E C5 07 63 2E 9A 52 8D 1C 89 70 28 11 AF E7 6F BA 3B AF F8 D9 E0 D4 A6 42 82 09 6B DB 9D CF 23 36 F4 23 F6 F0 86 0C 7E
TX: 13:33:04	7E A0 08 02 25 03 F1 F3 E2 7E
RX: 13:33:04	7E A0 08 02 25 03 F1 F3 E2 7E 7E A8 60 03 02 25 1E A7 C3 3D 0D 83 8D E8 14 E3 1D 71 B8 00 10 DA 26 E6 51 78 E9 AC 95 C9 9A 8E FF C9 C1 05 D8 5C 3E 16 6A ED 33 BD 41 3B 1C 61 7F 8C A6 1E 86 95 97 9E 95 E9 66 90 C4 98 75 7C 98 C0 C1 94 60 FB 5D F2 E3 49 4C 8E 8E BA 85 7D 1B 47 8F 9F 2B 23 11 D4 FC 66 FB D3 30 DB 7A 0A 99 7E
TX: 13:33:04	7E A0 08 02 25 03 11 FD 05 7E
RX: 13:33:04	7E A0 08 02 25 03 11 FD 05 7E 7E A0 54 03 02 25 10 40 F2 F6 81 DB 07 25 94 7F 03 43 2A B4 31 58 7A 09 B0 BE D6 95 3D 3E 2C 1D E1 00 8D 6A 41 70 E4 C2 78 1A 64 10 EE C1 79 2B FA 14 29 F0 E2 A2 39 31 2E 11 41 26 83 9C 1F D5 19 22 52 90 F0 00 80 CC 23 C3 E0 85 06 03 B0 6D 33 1E 6C 14 6C 7E
TX: 13:33:04	7E A0 28 02 25 03 30 E7 55 E6 E6 00 DB 00 18 30 00 00 00 18 2B 03 1A 50 F9 F0 AF 3B 2C AC BB B6 02 20 45 58 DD 2C 50 E0 3A 7E
RX: 13:33:05	7E A0 28 02 25 03 30 E7 55 E6 E6 00 DB 00 18 30 00 00 00 18 2B 03 1A 50 F9 F0 AF 3B 2C AC BB B6 02 20 45 58 DD 2C 50 E0 3A 7E 7E A8 60 03 02 25 32 C9 28 E6 E7 00 DB 08 A5 4C 99 00 00 00 01 03 82 01 E8 30 00 00 00 18 92 36 77 CB B0 33 A0 63 5B 2E 37 EE DD D7 5F 6F 34 A9 2E 6C 5C DF 70 68 45 E6 B4 A0 65 57 61 6E 3D D7 EC BF 5A 00 61 F8 6F 95 58 EF AB 1E 9F 55 D3 46 E2 D6 91 8E 15 88 B8 6F 03 94 A9 51 A7 FB 71 B0 CB 7E
TX: 13:33:05	7E A0 08 02 25 03 51 F9 47 7E
RX: 13:33:05	7E A0 08 02 25 03 51 F9 47 7E 7E A8 60 03 02 25 34 FF 4D DF E7 B7 92 2B 9C B2 F1 63 36 B0 F6 9B 48 96 E1 3E D9 3F 48 AC 3F 49 57 35 5E 51 8D A0 5F 06 49 61 A5 03 7A 0E C9 7F D6 F3 6A 91 73 19 EF 31 FA 01 C3 40 7A FD 24 61 DE 39 8E 7B A0 05 3D 27 05 30 B8 A6 FB 65 A0 8B 77 11 E5 75 88 9F 35 47 C4 F8 24 E7 43 EC 98 41 66 7E
TX: 13:33:05	7E A0 08 02 25 03 71 FB 66 7E
RX: 13:33:05	7E A0 08 02 25 03 71 FB 66 7E 7E A8 60 03 02 25 36 ED 6E A4 FD 24 2B 73 96 87 21 9D 4D F5 C0 F9 51 42 1B 70 18 EA 43 75 CA BB B5 9E C5 99 6E A3 6D 3B DC A2 D7 4F 10 F4 33 CF 34 98 F1 58 18 45 44 0F 69 93 F0 42 A0 6A 54 BA D3 BF 9F D6 1C B4 B3 22 64 E0 56 C1 05 C5 4F 5B D4 B6 63 76 02 C9 AB 77 73 95 04 05 FB 09 F5 AD 99 7E
TX: 13:33:05	7E A0 08 02 25 03 91 F5 81 7E
RX: 13:33:05	7E A0 08 02 25 03 91 F5 81 7E 7E A8 60 03 02 25 38 93 87 CC 50 70 58 B2 4E 45 31 F6 5F 88 2D 0A B1 F9 9A 56 21 CC 40 AF 19 C1 A9 F0 53 A4 31 FD 86 E1 0A 82 42 43 61 DE 9F 9C DA 0D B6 75 A0 53 7F E9 20 BD 94 29 AD 0C 7D 76 4D 34 4B B4 B6 C7 F3 D9 36 0F 77 DE 9B 5C 57 F7 71 C6 24 EB 2A 95 34 27 13 D8 AB BD 6A 38 03 77 59 7E
TX: 13:33:05	7E A0 08 02 25 03 B1 F7 A0 7E
RX: 13:33:05	7E A0 08 02 25 03 B1 F7 A0 7E 7E A8 60 03 02 25 3A 81 A4 58 42 4E 0C 3D 26 3F C7 DA 21 D8 42 41 A4 E6 E2 46 84 37 70 EE DB 5A 1E 22 95 73 CF A2 16 56 34 B5 49 3A 4B F4 0B DA C5 69 4E FD FD 9A 6D 68 E0 10 1A 93 23 4B 81 F0 58 AB 2B 67 8E A9 EF 4E AE 02 A6 29 E9 F3 D4 D2 C1 C6 36 81 7F CB 4B B7 08 BC 18 53 FC 8C DB 29 39 7E
TX: 13:33:05	7E A0 08 02 25 03 D1 F1 C3 7E
RX: 13:33:05	7E A0 08 02 25 03 D1 F1 C3 7E 7E A0 54 03 02 25 3C 2E 19 B2 BB AB DC 80 2B 20 37 E6 73 52 65 6C 6B B9 D8 D4 63 8A 22 80 93 58 09 6E 06 34 8C AA 65 7D 1B 64 31 B7 52 13 CF DE EC F8 24 14 72 D7 6A 72 B9 A5 29 C4 4A D4 6F C3 84 88 FF BE B1 8D 8E FB 26 5C 06 28 3A F7 68 EE 7C F5 11 06 85 7E
TX: 13:33:05	7E A0 28 02 25 03 F2 F9 B0 E6 E6 00 DB 00 18 30 00 00 00 19 3C A8 BC DA 0C 18 0D 51 82 53 18 79 60 66 09 0F 8D 7C DA 13 35 7E
RX: 13:33:06	7E A0 28 02 25 03 F2 F9 B0 E6 E6 00 DB 00 18 30 00 00 00 19 3C A8 BC DA 0C 18 0D 51 82 53 18 79 60 66 09 0F 8D 7C DA 13 35 7E 7E A8 60 03 02 25 5E A3 81 E6 E7 00 DB 08 A5 4C 99 00 00 00 01 03 82 01 E8 30 00 00 00 19 49 28 87 9F 46 03 70 85 10 19 83 6F 4E A0 01 42 75 F8 7E 12 11 C1 8C 11 E0 48 80 BD FD A2 26 07 66 40 54 F3 54 11 6E F3 CA B6 A3 1C 36 6A 81 91 67 D3 66 7D 26 76 B0 7A B4 93 0F 1D 75 EB D6 74 D2 5E 17 7E
TX: 13:33:06	7E A0 08 02 25 03 11 FD 05 7E
RX: 13:33:06	7E A0 08 02 25 03 11 FD 05 7E 7E A8 60 03 02 25 50 DD 68 84 9B 76 B7 36 26 B6 18 9A 6C 4C 2A C7 26 73 72 9D 55 77 21 59 3E 20 D3 91 07 D6 D5 68 47 54 E8 08 31 69 19 5C 4A 00 CA 8D 0D 0F B7 2A C2 F5 90 DF 18 67 7A C8 18 4C 3B 84 14 19 B4 48 A6 67 87 06 F3 98 53 57 A3 CB 5B E7 33 1B 45 5D 14 16 27 35 31 C7 EA 17 1B 65 C6 7E
TX: 13:33:06	7E A0 08 02 25 03 31 FF 24 7E
RX: 13:33:06	7E A0 08 02 25 03 31 FF 24 7E 7E A8 60 03 02 25 52 CF 4B 53 DF 95 B5 54 97 90 19 2B 59 DA 40 FE 59 31 27 DA 37 00 22 7C 6A 4C 7C A0 18 53 65 DA 41 4A AD AA A2 1F D7 CE 2C 6D 3D A5 F1 1C 7D BE 56 CF 94 B2 79 8A 11 72 09 FC C6 32 08 5D F7 22 B1 A1 43 61 8E 6C 62 DB 60 09 4F 67 DD 66 45 4D 26 54 D2 2D A3 E4 86 41 D4 D8 14 7E
TX: 13:33:06	7E A0 08 02 25 03 51 F9 47 7E
RX: 13:33:06	7E A0 08 02 25 03 51 F9 47 7E 7E A8 60 03 02 25 54 F9 2E 0C 79 48 0E 8F E8 75 19 50 B2 3B EA 44 F9 FE BC 16 D4 F8 D8 3F 9E E3 20 01 A4 5C AC F2 82 B1 A1 CF FF 3D F6 D9 80 99 2D 02 BA 76 7A 7A 87 B9 4F 74 C9 47 97 F3 B5 66 5D D7 AB A9 40 C2 11 3F 04 0E B9 98 B0 1F 03 D8 D0 E2 97 7C C0 E4 70 43 FD 38 97 F1 0C BB AE 3B EC 7E
TX: 13:33:06	7E A0 08 02 25 03 71 FB 66 7E
RX: 13:33:06	7E A0 08 02 25 03 71 FB 66 7E 7E A8 60 03 02 25 56 EB 0D 25 18 49 62 CE 23 99 F8 B0 F9 7D 93 CF B2 92 B4 3A AC 98 35 B1 C8 9D 45 8E 55 2A 15 B5 4B 8A 2C 4C 0D E2 00 E6 C3 D6 E7 2E 06 38 71 A2 C6 B0 72 0A 2C 42 A2 07 38 8F 08 BD F6 41 C1 78 4D B2 4E 94 03 A3 4F 52 BD 44 F7 AA 03 6F 0C EB 57 3F 45 90 DD E9 F5 CC EF 16 17 7E
TX: 13:33:06	7E A0 08 02 25 03 91 F5 81 7E
RX: 13:33:06	7E A0 08 02 25 03 91 F5 81 7E 7E A0 54 03 02 25 58 0C 3C 9E DA 0E A8 24 20 CB D3 AA 51 3C 5C 41 D3 46 07 84 60 31 10 C0 98 5C C3 E8 86 EF 73 83 32 23 B7 61 6E F0 9E D8 63 98 31 B7 F2 B8 69 2F AA 77 61 02 C4 A3 A8 A5 A6 37 7E 38 40 DD 07 B3 F2 FB 96 49 E9 0A D0 92 EB F0 F9 57 54 78 C6 7E
TX: 13:33:06	7E A0 28 02 25 03 B4 CB 97 E6 E6 00 DB 00 18 30 00 00 00 1A BF FC 1D C9 D4 EC 98 E4 40 AB 5C 46 A3 D8 9B 1A 99 40 95 D3 67 7E
RX: 13:33:07	7E A0 28 02 25 03 B4 CB 97 E6 E6 00 DB 00 18 30 00 00 00 1A BF FC 1D C9 D4 EC 98 E4 40 AB 5C 46 A3 D8 9B 1A 99 40 95 D3 67 7E 7E A8 60 03 02 25 7A 85 E6 E6 E7 00 DB 08 A5 4C 99 00 00 00 01 03 82 01 E8 30 00 00 00 1A D0 57 5B 5F 8A F5 59 33 2A 6E 1B 27 9A 9A C9 0E 8D 8F 80 34 74 2C E2 BA 38 FF 8D D5 52 DD 73 60 1D EF D2 09 2D 8A BC DC 7B 12 76 93 FE C6 35 AE 91 AF 4E A1 2C 94 29 62 B8 D4 7C 3B 71 A1 BD F6 9F D6 B6 7E
TX: 13:33:07	7E A0 08 02 25 03 D1 F1 C3 7E
RX: 13:33:07	7E A0 08 02 25 03 D1 F1 C3 7E 7E A8 60 03 02 25 7C B3 83 1E E7 AC A9 F4 04 D0 05 CD AE 15 7A 0B 7E F7 36 19 F5 FE C7 AA B6 F5 D9 CB 2B E0 D0 49 4D 45 80 78 06 3B F5 80 34 AD EA C7 99 C9 5B CB 5E 38 97 C3 05 24 71 E3 50 D6 31 D1 D7 50 16 5C 98 E0 C2 37 10 64 0C C1 06 44 32 A6 41 68 86 1E 51 E0 A5 D4 E6 96 68 3C 72 BA DB 7E
TX: 13:33:07	7E A0 08 02 25 03 F1 F3 E2 7E
RX: 13:33:07	7E A0 08 02 25 03 F1 F3 E2 7E 7E A8 60 03 02 25 7E A1 A0 8D BD 04 22 49 26 09 8E 75 DD 3F 73 44 D4 1E 4B 5A BC FC F6 D1 A6 71 F8 99 CF 03 76 E7 DD 45 6A C8 80 4C 0A 4D 4F D8 77 84 F6 A4 B2 AA BF 47 5A EA CC 63 F0 36 CA F8 90 AF 7F C0 CC D8 0C CB 3A DE 58 C3 CB 05 5E 93 D5 42 D9 0D FC 0F D9 CC DF 66 7A 0C 49 F3 4B AC C4 7E
TX: 13:33:07	7E A0 08 02 25 03 11 FD 05 7E
RX: 13:33:07	7E A0 08 02 25 03 11 FD 05 7E 7E A8 60 03 02 25 70 DF 49 9A D7 9B 83 4E 6E DA 9C 29 78 8C DD 04 43 FA C4 7B AE 6B 72 A2 2B 1C 49 13 34 80 9B C2 EF 49 10 54 54 3B E1 82 4D 16 82 AE 85 A6 0E 87 90 60 33 AD 2A 1F 2F D3 B5 12 8B 6E 04 5D AD D8 5B 9E 8B 93 79 97 90 B1 DB EC 35 D9 74 A7 9E F4 67 AC 3E 8B C2 1C A9 88 77 E3 AD 7E
TX: 13:33:07	7E A0 08 02 25 03 31 FF 24 7E
RX: 13:33:07	7E A0 08 02 25 03 31 FF 24 7E 7E A8 60 03 02 25 72 CD 6A 6C A4 3D 2E D3 DC B3 91 44 8F 72 91 16 9E 55 56 CA B8 8D C6 60 0E AF 5E 42 DC 4A 0C 37 34 09 87 45 E8 FC CE E8 46 03 1E B6 4C 8C E3 A5 80 10 85 36 AA 38 77 95 20 6B 34 26 49 54 71 BC 2D 60 59 50 96 61 40 D4 29 5B CD 26 49 51 C2 0F 3A 1F 58 5F 35 DB 9B 86 D5 BD 06 7E
TX: 13:33:07	7E A0 08 02 25 03 51 F9 47 7E
RX: 13:33:07	7E A0 08 02 25 03 51 F9 47 7E 7E A0 54 03 02 25 74 62 D7 A8 77 C4 59 5C 55 0D FF 9A 1F AD 39 C7 A9 1A 37 33 18 12 EF 5D 15 0A 26 9C 50 76 48 80 09 B4 74 5E A4 B2 37 E8 3B FB CF A8 38 B5 76 0B 34 07 33 B5 82 DE 4B 32 49 FA 32 D7 80 16 A5 72 85 5C 2B 9D 87 E9 AA D2 D5 9F 3B CE 7B 9D D6 7E
TX: 13:33:07	7E A0 28 02 25 03 76 D5 72 E6 E6 00 DB 00 18 30 00 00 00 1B 4F 9E 5A 92 71 C3 DD 59 CE 02 93 C4 DB A0 28 1A 19 C5 98 D4 A7 7E
RX: 13:33:08	7E A0 28 02 25 03 76 D5 72 E6 E6 00 DB 00 18 30 00 00 00 1B 4F 9E 5A 92 71 C3 DD 59 CE 02 93 C4 DB A0 28 1A 19 C5 98 D4 A7 7E 7E A8 60 03 02 25 96 E7 CB E6 E7 00 DB 08 A5 4C 99 00 00 00 01 03 82 01 E8 30 00 00 00 1B 29 91 65 10 B6 65 AF 17 7D D3 6C 7D E3 7A A2 6A 51 48 77 DF 08 DD 71 70 6B DC 5B 8E 9E 89 3D 36 69 A3 3A E2 A4 EE E2 EA 6E 90 B0 A5 DD B3 BA AA 2F 80 CA 18 11 1D 15 E6 A7 D0 DA 9C D9 88 01 6D 18 22 CE 7E
TX: 13:33:08	7E A0 08 02 25 03 91 F5 81 7E
RX: 13:33:08	7E A0 08 02 25 03 91 F5 81 7E 7E A8 60 03 02 25 98 99 22 EE C5 CB B7 54 50 4E 57 5A C7 75 19 AB 80 99 FF 36 E4 D0 F2 CE 02 8A 45 97 F5 14 EE 6D 6C A2 AF C5 06 02 E9 10 70 30 32 63 35 7E 8C 7F 1B A0 E1 63 6C BD 3C 28 55 EF 2E 07 D3 A6 3A 14 82 2D C6 87 B3 05 48 78 9E 91 E0 69 03 CC 16 24 78 A6 95 10 06 7B 58 D8 85 70 96 7E
TX: 13:33:08	7E A0 08 02 25 03 B1 F7 A0 7E
RX: 13:33:08	7E A0 08 02 25 03 B1 F7 A0 7E 7E A8 60 03 02 25 9A 8B 01 32 44 66 74 1D 37 18 74 D6 8B 3E 0A A5 5A D5 B7 CC 9F B9 5B 3B 99 0D CC 0B 10 AF F4 A1 CC 27 65 F5 B1 38 35 05 99 0E FC 05 ED 13 37 6B 33 34 32 36 95 E7 63 F8 D0 61 47 59 AF E8 E3 A1 49 EA AD 67 C6 8B 0B 90 84 95 EF 02 8B 37 9B 72 FF 5C 40 DC 0B 06 3B 44 40 CC 5B 7E
TX: 13:33:08	7E A0 08 02 25 03 D1 F1 C3 7E
RX: 13:33:08	7E A0 08 02 25 03 D1 F1 C3 7E 7E A8 60 03 02 25 9C BD 64 74 E5 42 D7 04 66 B9 08 C7 E3 B0 DB D6 A2 8B 28 1F CD 54 C8 58 E3 95 A3 0B 6F C1 49 95 CE B9 68 16 CA 9F AA 14 E8 68 04 5E B5 D3 03 DA A0 4D 48 93 F6 01 F7 D3 BD 8E 9F A1 96 24 C4 53 BC 04 67 F8 41 5E 44 3C F3 65 A6 AD F3 0F 3C 62 42 07 ED 30 0D 77 5B 81 C8 05 05 7E
TX: 13:33:08	7E A0 08 02 25 03 F1 F3 E2 7E
RX: 13:33:09	7E A0 08 02 25 03 F1 F3 E2 7E 7E A8 60 03 02 25 9E AF 47 14 81 88 A2 E5 C0 50 6F F7 74 52 DD 82 9E F1 6B 46 48 32 80 AC 94 61 7E 18 22 69 68 A5 E2 16 E5 4D AC A3 FD 1A 4C 8C 30 3E 82 ED 8A 05 BF 18 B7 08 84 26 3C CD 59 99 32 3E C5 DA 54 34 F1 88 D4 D6 58 93 33 02 AF D4 CA B4 0C 82 FE 1B 1B 0B B2 F2 DE 35 DB DD 59 57 A3 7E
TX: 13:33:09	7E A0 08 02 25 03 11 FD 05 7E
RX: 13:33:09	7E A0 08 02 25 03 11 FD 05 7E 7E A0 54 03 02 25 90 48 76 22 96 4F E0 63 49 C4 C5 8F 97 D7 EC 7B 62 76 86 A7 84 A7 B5 CB 73 4C F2 74 60 91 53 55 1F 6A A7 38 60 09 53 50 B9 86 72 32 7B D4 DC A4 85 50 D4 D4 72 D8 86 E0 26 BA DD AC A0 58 E6 F6 B1 31 CF A7 35 F0 10 00 95 C6 C0 E3 84 53 9D 7E
TX: 13:33:09	7E A0 28 02 25 03 38 AF D9 E6 E6 00 DB 00 18 30 00 00 00 1C BC 4B 01 5A F4 60 F2 60 57 6E 10 11 EC 74 F7 11 92 F0 89 4F 3D 7E
RX: 13:33:09	7E A0 28 02 25 03 38 AF D9 E6 E6 00 DB 00 18 30 00 00 00 1C BC 4B 01 5A F4 60 F2 60 57 6E 10 11 EC 74 F7 11 92 F0 89 4F 3D 7E 7E A8 60 03 02 25 B2 C1 AC E6 E7 00 DB 08 A5 4C 99 00 00 00 01 03 82 01 AB 30 00 00 00 1C 4B 1A 30 65 2C 00 12 53 15 72 5F B4 AB CF 1D A1 06 AC 78 3D F7 2E 49 84 86 3E 71 3C 31 89 F6 54 6C 68 61 C3 6B F7 86 A1 E3 AB 1B 1D CB 5F 3F EA D7 F1 FC D7 3D B4 BE 80 17 E2 C2 AB 59 BF 74 2F F0 E5 E4 7E
TX: 13:33:09	7E A0 08 02 25 03 51 F9 47 7E
RX: 13:33:09	7E A0 08 02 25 03 51 F9 47 7E 7E A8 60 03 02 25 B4 F7 C9 11 08 BB 35 C4 07 45 EA BF 19 51 3E 44 3D C9 84 C9 65 22 0C 50 E1 0D 25 4B 1A D1 FC BF CD 4A 54 BA 18 B6 48 E5 34 03 A6 B0 9F 33 61 6B 7B CE 90 4A C5 28 58 5B AB B5 81 3B 36 5B E3 FA 83 50 40 B2 83 91 E7 D3 4A 74 D9 54 68 BE 1A 96 98 6E 13 F0 4E FE 5D B1 1C B6 D1 7E
TX: 13:33:09	7E A0 08 02 25 03 71 FB 66 7E
RX: 13:33:09	7E A0 08 02 25 03 71 FB 66 7E 7E A8 60 03 02 25 B6 E5 EA 29 D2 D4 15 25 AC 0C 61 20 06 A8 D7 A9 CF E8 D5 94 78 02 FF 69 0F 8B 53 A7 58 AB 7C E4 84 DB 6C 44 6E D7 15 32 5C 76 4A 08 5A F3 21 5E 3F 68 3D E7 91 04 2F 46 25 3D 6C 72 38 CD 5E 9A 39 8F 78 29 83 B0 04 49 E7 50 61 E2 8C 48 1C C9 0E 46 CB 8D EB 51 36 5A CA 73 E3 7E
TX: 13:33:09	7E A0 08 02 25 03 91 F5 81 7E
RX: 13:33:10	7E A0 08 02 25 03 91 F5 81 7E 7E A8 60 03 02 25 B8 9B 03 23 77 A6 DC 00 54 29 B2 7B 11 2B EE C9 ED 9B 6A 91 59 F8 01 B8 9A E3 A8 C4 9B 03 A2 FD 4B 18 98 94 2B 02 B4 F7 CD 62 9C 31 73 7B 1E 52 8F E5 4C D9 D2 DD D5 61 64 49 C2 F5 20 34 1D 9F FE 57 8E D8 34 3D 70 A8 89 61 79 04 B5 E8 B7 88 7D 8D D5 4C 1D DD 4E 12 60 DF 06 7E
TX: 13:33:10	7E A0 08 02 25 03 B1 F7 A0 7E
RX: 13:33:10	7E A0 08 02 25 03 B1 F7 A0 7E 7E A8 60 03 02 25 BA 89 20 A6 F4 76 2D D8 D3 AD FD 25 B3 2F 74 19 D4 BB 6A 38 0B 47 33 62 0D 8C FC 47 2E 5E B3 DC B6 A6 E9 02 0C 23 CA AD 81 54 46 07 89 50 BF 87 9F D0 A7 99 D2 FC DA CE 67 14 FC 7A DC C0 85 C3 3A 28 9D 81 7F 98 12 37 E8 68 E7 B1 5A 78 38 0D 1F 42 43 E2 25 43 0A 4F 99 B2 F1 7E
TX: 13:33:10	7E A0 08 02 25 03 D1 F1 C3 7E
RX: 13:33:10	7E A0 08 02 25 03 D1 F1 C3 7E 7E A0 17 03 02 25 BC C8 41 74 1C 4C 20 06 F7 18 C3 03 58 9B 77 EB 78 4D 7E
TX: 13:34:47	7E A0 12 02 25 03 FA C8 A4 E6 E6 00 62 03 80 01 00 BD 9B 7E
RX: 13:34:47	7E A0 12 02 25 03 FA C8 A4 E6 E6 00 62 03 80 01 00 BD 9B 7E 7E A0 08 03 02 25 C1 16 37 7E
TX: 13:34:47	7E A0 08 02 25 03 53 EB 64 7E
RX: 13:34:47	7E A0 08 02 25 03 53 EB 64 7E 7E A0 08 03 02 25 73 8F A1 7E
